text,label,phishing_type,severity,confidence
"Notice, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Sincerely,
Taylor Patel",1,generic_phishing,medium,0.69
"Account holder, this is the bank compliance team. There are policy violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a suspension.

IT Desk,
Morgan Singh",1,authority_scam,high,0.81
"Notice, your account has been locked. Use the secure link to reset password and restore access. Enter your 2FA code to continue.

Risk Operations,
Riley Nguyen",1,credential_harvesting,high,0.93
"Good morning, the updated agenda for next week is included below. Please check your tasks and add comments.

Thanks for reviewing the document.

Best,
Casey Garcia",0,legitimate,low,0.96
"Sharing the revised documentation with examples. The endpoints are described in section two.

Let me know if the timing works for you.

Best,
Cameron Lee",0,legitimate,low,0.99
"Notice, we detected unusual activity on your account. To restore access, please update your information. Your account may be restricted until you reactivate it.

Support Desk,
Taylor Singh",1,social_engineering,high,0.89
"Hi there, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Compliance Team,
Jordan Wong",1,romance_dating,medium,0.83
"Hello, this is an limited time notice regarding your account. Your access will be limited soon. To avoid interruption, complete the form now. This offer is last chance and ends soon. Follow the instructions now.

IT Desk,
Taylor Kim",1,urgency,high,0.76
"Dear user, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Support Desk,
Cameron Wong",1,tech_support,high,0.9
"Dear customer, final warning. Failure to respond will freeze your account. Immediate action is required to avoid fine. Your case will be referred to prosecution if unresolved.

Support Desk,
Taylor Brown",1,threats,high,0.93
"Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

I'll share the slides later today.

Best,
Jordan Brown",0,legitimate,low,0.99
"Hi there, final warning. Failure to respond will block your account. Immediate action is required to avoid penalty. Your case will be referred to the judge if unresolved.

IT Desk,
Riley Kim",1,threats,high,0.87
"Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Thanks for reviewing the document.

Best,
Avery Wong",0,legitimate,low,0.98
"Notice, we detected a security alert on your account. To restore access, please confirm your information. Your account may be restricted until you recover it.

Security Team,
Jordan Martinez",1,social_engineering,high,0.86
"Dear user, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Compliance Team,
Jamie Martinez",1,credential_harvesting,high,0.79
"Attention, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

IT Desk,
Taylor Lee",1,romance_dating,medium,0.87
"Dear customer, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Support Desk,
Riley Brown",1,credential_harvesting,high,0.94
"Dear user, final warning. Failure to respond will restrict your account. Immediate action is required to avoid fine. Your case will be referred to prosecution if unresolved.

Compliance Team,
Avery Singh",1,threats,high,0.85
"Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Thanks for reviewing the document.

Best,
Casey Singh",0,legitimate,low,0.98
"Notice, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

IT Desk,
Riley Lee",1,generic_phishing,low,0.89
"Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Feel free to add notes before we meet.

Best,
Avery Khan",0,legitimate,low,0.97
"Dear user, this is the amazon compliance team. There are security concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a hold.

Account Services,
Riley Brown",1,authority_scam,high,0.78
"Hi there, your login has been restricted. Use the secure link to update password and restore access. Enter your 2FA code to continue.

Risk Operations,
Sam Khan",1,credential_harvesting,high,0.86
"Hello, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Account Services,
Morgan Nguyen",1,credential_harvesting,high,0.81
"Dear user, we detected unusual activity on your account. To authenticate access, please validate your information. Your account may be locked until you reactivate it.

IT Desk,
Morgan Kim",1,social_engineering,high,0.77
"Dear customer, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Sincerely,
Riley Kim",1,urgency,high,0.76
"Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Thanks for reviewing the document.

Best,
Riley Martinez",0,legitimate,low,0.99
"Dear customer, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Regards,
Taylor Kim",1,credential_harvesting,high,0.9
"Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Appreciate your feedback on this draft.

Best,
Jamie Brown",0,legitimate,low,1.0
"Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Let me know if the timing works for you.

Best,
Morgan Kim",0,legitimate,low,0.96
"Good morning, the updated agenda for next week is included below. Please check your tasks and add comments.

Appreciate your feedback on this draft.

Best,
Morgan Khan",0,legitimate,low,0.99
"Thanks for attending the workshop. Here are the links to references and the slide deck.

Appreciate your feedback on this draft.

Best,
Casey Singh",0,legitimate,low,0.96
"Notice, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Regards,
Morgan Garcia",1,credential_harvesting,high,0.96
"Attention, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

IT Desk,
Taylor Wong",1,social_engineering_advanced,high,0.92
"Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Let me know if the timing works for you.

Best,
Morgan Singh",0,legitimate,low,0.96
"Hi there, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Account Services,
Taylor Patel",1,romance_dating,high,0.94
"Hello, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Compliance Team,
Morgan Nguyen",1,social_engineering_advanced,high,0.89
"Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

I'll share the slides later today.

Best,
Jordan Khan",0,legitimate,low,0.98
"Hello, final warning. Failure to respond will hold your account. Immediate action is required to avoid legal action. Your case will be referred to court if unresolved.

Risk Operations,
Sam Nguyen",1,threats,high,0.82
"Dear user, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Sincerely,
Morgan Lee",1,urgency,high,0.8
"Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Let me know if the timing works for you.

Best,
Morgan Lee",0,legitimate,low,0.95
"Dear customer, final warning. Failure to respond will seize your account. Immediate action is required to avoid penalty. Your case will be referred to prosecution if unresolved.

Security Team,
Jamie Garcia",1,threats,high,0.84
"Dear customer, final warning. Failure to respond will restrict your account. Immediate action is required to avoid fine. Your case will be referred to court if unresolved.

Compliance Team,
Alex Brown",1,threats,high,0.97
"Attention, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Sincerely,
Jordan Kim",1,generic_phishing,medium,0.8
"Hi there, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Account Services,
Sam Wong",1,romance_dating,medium,0.88
"Attention, final warning. Failure to respond will seize your account. Immediate action is required to avoid fine. Your case will be referred to prosecution if unresolved.

Security Team,
Casey Martinez",1,threats,high,0.93
"Thanks for attending the workshop. Here are the links to references and the slide deck.

I'll share the slides later today.

Best,
Taylor Lee",0,legitimate,low,0.97
"Dear customer, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Regards,
Sam Garcia",1,generic_phishing,low,0.77
"Quick reminder about the training session tomorrow. The materials are in the shared drive.

Let me know if the timing works for you.

Best,
Cameron Brown",0,legitimate,low,0.99
"Quick reminder about the training session tomorrow. The materials are in the shared drive.

Let me know if the timing works for you.

Best,
Taylor Kim",0,legitimate,low,0.99
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Let me know if the timing works for you.

Best,
Morgan Garcia",0,legitimate,low,0.97
"Hi there, this is an rush notice regarding your account. Your access will be limited today. To avoid interruption, respond asap. This offer is last chance and expires midnight. Follow the instructions now.

Account Services,
Cameron Khan",1,urgency,medium,0.84
"Good morning, the updated agenda for next week is included below. Please check your tasks and add comments.

Feel free to add notes before we meet.

Best,
Casey Martinez",0,legitimate,low,0.99
"Dear user, your login has been locked. Use the secure link to update password and restore access. Enter your verification code to continue.

Sincerely,
Cameron Martinez",1,credential_harvesting,high,0.97
"Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Let me know if the timing works for you.

Best,
Morgan Garcia",0,legitimate,low,0.96
"Sharing the revised documentation with examples. The endpoints are described in section two.

Feel free to add notes before we meet.

Best,
Morgan Nguyen",0,legitimate,low,0.99
"Attention, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Security Team,
Jordan Kim",1,generic_phishing,low,0.8
"Sharing the revised documentation with examples. The endpoints are described in section two.

Feel free to add notes before we meet.

Best,
Avery Martinez",0,legitimate,low,0.97
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Thanks for reviewing the document.

Best,
Morgan Lee",0,legitimate,low,0.96
"Hello, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Support Desk,
Casey Martinez",1,social_engineering_advanced,high,0.93
"Account holder, congratulations! You are the selected recipient of a prize. To redeem your payment of 3 BTC, please provide your account number to process the amount. This deal is available today only.

IT Desk,
Jamie Khan",1,financial_scam,medium,0.94
"Hi there, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Support Desk,
Jamie Singh",1,social_engineering_advanced,high,0.96
"Dear customer, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Account Services,
Sam Singh",1,credential_harvesting,high,0.84
"Dear user, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Sincerely,
Cameron Patel",1,tech_support,high,0.79
"Hello, this is an quick notice regarding your account. Your access will be limited within 24 hours. To avoid interruption, act now. This offer is last chance and ends soon. Follow the instructions now.

IT Desk,
Jordan Patel",1,urgency,high,0.76
"Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Thanks for reviewing the document.

Best,
Sam Kim",0,legitimate,low,0.99
"Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Thanks for reviewing the document.

Best,
Casey Martinez",0,legitimate,low,0.98
"Dear customer, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Account Services,
Morgan Khan",1,credential_harvesting,high,0.92
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Let me know if the timing works for you.

Best,
Cameron Wong",0,legitimate,low,1.0
"Account holder, final warning. Failure to respond will hold your account. Immediate action is required to avoid penalty. Your case will be referred to court if unresolved.

Account Services,
Morgan Nguyen",1,threats,high,0.91
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Feel free to add notes before we meet.

Best,
Jordan Brown",0,legitimate,low,0.97
"Dear customer, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Support Desk,
Morgan Singh",1,romance_dating,high,0.92
"Attention, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Support Desk,
Sam Nguyen",1,romance_dating,high,0.74
"Dear user, this is the google security team. There are policy violations on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a hold.

Account Services,
Casey Kim",1,authority_scam,high,0.8
"Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Thanks for reviewing the document.

Best,
Avery Singh",0,legitimate,low,1.0
"Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Appreciate your feedback on this draft.

Best,
Riley Nguyen",0,legitimate,low,0.99
"Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

I'll share the slides later today.

Best,
Jordan Garcia",0,legitimate,low,0.98
"Hello, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Support Desk,
Jordan Singh",1,social_engineering_advanced,high,0.93
"Dear customer, your account has been suspended. Use the secure link to update password and restore access. Enter your username and password to continue.

Sincerely,
Riley Kim",1,credential_harvesting,high,0.95
"Thanks for attending the workshop. Here are links to references and the slide deck.

Thanks for reviewing the document.

Best,
Cameron Nguyen",0,legitimate,low,0.98
"Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Feel free to add notes before we meet.

Best,
Riley Khan",0,legitimate,low,0.95
"Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Feel free to add notes before we meet.

Best,
Riley Garcia",0,legitimate,low,1.0
"Dear customer, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Sincerely,
Sam Martinez",1,tech_support,high,0.92
"Sharing the revised documentation with examples. The new endpoints are described in section two.

Thanks for reviewing the document.

Best,
Jamie Wong",0,legitimate,low,0.99
"Dear customer, we detected a login attempt on your account. To authenticate access, please validate your information. Your account may be locked until you recover it.

Risk Operations,
Alex Garcia",1,social_engineering,high,0.93
"Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Let me know if the timing works for you.

Best,
Jamie Brown",0,legitimate,low,0.96
"Dear user, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Support Desk,
Alex Khan",1,social_engineering_advanced,high,0.86
"Hello, we detected a login attempt on your account. To authenticate access, please update your information. Your account may be locked until you recover it.

Security Team,
Sam Martinez",1,social_engineering,high,0.87
"Attention, final warning. Failure to respond will terminate your account. Immediate action is required to avoid legal action. Your case will be referred to court if unresolved.

Risk Operations,
Avery Martinez",1,threats,high,0.9
"Account holder, we detected a security alert on your account. To restore access, please update your information. Your account may be locked until you reactivate it.

Regards,
Sam Martinez",1,social_engineering,high,0.82
"Dear user, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Sincerely,
Alex Nguyen",1,credential_harvesting,high,0.83
"Sharing the revised documentation with examples. The endpoints are described in section two.

Let me know if the timing works for you.

Best,
Riley Khan",0,legitimate,low,0.99
"Quick reminder about the training session tomorrow. The materials are in the shared drive.

Appreciate your feedback on this draft.

Best,
Morgan Nguyen",0,legitimate,low,0.99
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Thanks for reviewing the document.

Best,
Taylor Lee",0,legitimate,low,0.98
"Attention, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Account Services,
Morgan Singh",1,social_engineering_advanced,high,0.84
"Dear customer, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Support Desk,
Taylor Khan",1,romance_dating,medium,0.87
"Dear user, we detected unusual activity on your account. To verify access, please confirm your information. Your account may be locked until you reactivate it.

Security Team,
Riley Singh",1,social_engineering,high,0.86
"Dear user, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

IT Desk,
Sam Singh",1,generic_phishing,low,0.83
"Hello, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Compliance Team,
Avery Patel",1,generic_phishing,low,0.67
"Dear customer, final warning. Failure to respond will hold your account. Immediate action is required to avoid legal action. Your case will be referred to court if unresolved.

IT Desk,
Sam Khan",1,threats,high,0.93
"Account holder, final warning. Failure to respond will freeze your account. Immediate action is required to avoid legal action. Your case will be referred to prosecution if unresolved.

Compliance Team,
Sam Wong",1,threats,high,0.82
"Hi there, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Account Services,
Taylor Kim",1,credential_harvesting,high,0.89
"Hello, this is the government compliance team. There are policy violations on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a suspension.

IT Desk,
Sam Nguyen",1,authority_scam,high,0.87
"Dear customer, congratulations! You are the winner of a prize. To claim your payment of £2,500, please provide your account number to process the total. This deal is available today only.

Compliance Team,
Morgan Martinez",1,financial_scam,high,0.82
"Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Thanks for reviewing the document.

Best,
Jamie Khan",0,legitimate,low,0.96
"Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Feel free to add notes before we meet.

Best,
Avery Brown",0,legitimate,low,0.97
"Quick reminder about the training session tomorrow. The materials are in the shared drive.

Appreciate your feedback on this draft.

Best,
Jamie Khan",0,legitimate,low,0.98
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Appreciate your feedback on this draft.

Best,
Riley Martinez",0,legitimate,low,0.98
"Dear customer, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Sincerely,
Avery Nguyen",1,generic_phishing,low,0.74
"Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Appreciate your feedback on this draft.

Best,
Riley Kim",0,legitimate,low,0.97
"Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Feel free to add notes before we meet.

Best,
Jamie Garcia",0,legitimate,low,0.95
"Hi there, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Support Desk,
Casey Martinez",1,urgency,high,0.94
"Dear customer, your login has been locked. Use the secure link to verify your username and restore access. Enter your username and password to continue.

Regards,
Alex Brown",1,credential_harvesting,high,0.83
"Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Thanks for reviewing the document.

Best,
Morgan Lee",0,legitimate,low,0.99
"Thanks for attending the workshop. Here are links to references and the slide deck.

I'll share the slides later today.

Best,
Avery Nguyen",0,legitimate,low,0.98
"Sharing the revised documentation with examples. The new endpoints are described in section two.

I'll share the slides later today.

Best,
Avery Nguyen",0,legitimate,low,0.95
"Dear user, this is an last chance notice regarding your account. Your access will expire within 24 hours. To avoid interruption, respond asap. This offer is last chance and expires midnight. Follow the instructions immediately.

IT Desk,
Jamie Brown",1,urgency,medium,0.91
"Dear user, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Account Services,
Riley Lee",1,tech_support,high,0.82
"Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

I'll share the slides later today.

Best,
Casey Garcia",0,legitimate,low,0.99
"Notice, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Security Team,
Jordan Martinez",1,urgency,medium,0.82
"Account holder, this is an expires notice regarding your account. Your access will be limited soon. To avoid interruption, act now. This offer is time sensitive and ends soon. Follow the instructions now.

Compliance Team,
Morgan Kim",1,urgency,medium,0.87
"Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Appreciate your feedback on this draft.

Best,
Riley Brown",0,legitimate,low,1.0
"Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Appreciate your feedback on this draft.

Best,
Cameron Singh",0,legitimate,low,0.96
"Hello, this is the lawyer security team. There are policy concerns on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a suspension.

Account Services,
Taylor Lee",1,authority_scam,high,0.92
"Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Appreciate your feedback on this draft.

Best,
Sam Garcia",0,legitimate,low,0.95
"Quick reminder about the training session tomorrow. The materials are in the shared drive.

Thanks for reviewing the document.

Best,
Morgan Wong",0,legitimate,low,0.96
"Hello, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Sincerely,
Jamie Brown",1,urgency,high,0.78
"Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Thanks for reviewing the document.

Best,
Riley Wong",0,legitimate,low,0.99
"Dear user, your login has been suspended. Use the secure link to verify your username and restore access. Enter your verification code to continue.

Security Team,
Jamie Lee",1,credential_harvesting,high,0.91
"Account holder, final warning. Failure to respond will block your account. Immediate action is required to avoid penalty. Your case will be referred to court if unresolved.

IT Desk,
Cameron Garcia",1,threats,high,0.94
"Attention, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Security Team,
Riley Kim",1,generic_phishing,low,0.68
"Account holder, this is the customs compliance team. There are policy concerns on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a suspension.

Compliance Team,
Jordan Nguyen",1,authority_scam,high,0.83
"Sharing the revised documentation with examples. The endpoints are described in section two.

I'll share the slides later today.

Best,
Jordan Martinez",0,legitimate,low,0.97
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Thanks for reviewing the document.

Best,
Sam Singh",0,legitimate,low,0.95
"Dear user, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Sincerely,
Avery Singh",1,romance_dating,high,0.82
"Dear user, this is an instantly notice regarding your account. Your access will expire within 24 hours. To avoid interruption, complete the form now. This offer is time sensitive and ends soon. Follow the instructions immediately.

Sincerely,
Cameron Khan",1,urgency,high,0.79
"Notice, your login has been restricted. Use the secure link to verify your username and restore access. Enter your 2FA code to continue.

IT Desk,
Cameron Khan",1,credential_harvesting,high,0.89
"Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Feel free to add notes before we meet.

Best,
Taylor Singh",0,legitimate,low,0.98
"Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Feel free to add notes before we meet.

Best,
Avery Singh",0,legitimate,low,0.99
"Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Appreciate your feedback on this draft.

Best,
Alex Khan",0,legitimate,low,0.96
"Dear user, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Compliance Team,
Avery Garcia",1,credential_harvesting,high,0.86
"Hi there, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Security Team,
Jamie Brown",1,tech_support,high,0.86
"Hi there, this is the fbi security team. There are policy concerns on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a restriction.

Account Services,
Jamie Khan",1,authority_scam,high,0.9
"Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Feel free to add notes before we meet.

Best,
Sam Singh",0,legitimate,low,0.98
"Attention, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Security Team,
Jamie Patel",1,generic_phishing,medium,0.79
"Hi there, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Support Desk,
Avery Wong",1,social_engineering_advanced,high,0.86
"Notice, we detected unusual activity on your account. To verify access, please validate your information. Your account may be locked until you recover it.

Regards,
Jordan Martinez",1,social_engineering,high,0.93
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

I'll share the slides later today.

Best,
Morgan Lee",0,legitimate,low,0.97
"Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Appreciate your feedback on this draft.

Best,
Jamie Garcia",0,legitimate,low,0.96
"Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Let me know if the timing works for you.

Best,
Alex Lee",0,legitimate,low,0.96
"Attention, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Regards,
Sam Nguyen",1,generic_phishing,medium,0.71
"Notice, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

IT Desk,
Jamie Garcia",1,urgency,high,0.86
"Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Thanks for reviewing the document.

Best,
Taylor Nguyen",0,legitimate,low,0.99
"Hello, this is an expire notice regarding your account. Your access will be limited soon. To avoid interruption, act now. This offer is last chance and expires midnight. Follow the instructions immediately.

Support Desk,
Alex Patel",1,urgency,high,0.94
"Hello, your account has been suspended. Use the secure link to update password and restore access. Enter your username and password to continue.

Account Services,
Riley Wong",1,credential_harvesting,high,0.79
"Dear user, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Compliance Team,
Jamie Khan",1,romance_dating,high,0.85
"Quick reminder about the training session tomorrow. The materials are in the shared drive.

Feel free to add notes before we meet.

Best,
Riley Brown",0,legitimate,low,0.95
"Notice, this is an today only notice regarding your account. Your access will expire soon. To avoid interruption, respond asap. This offer is last chance and ends soon. Follow the instructions immediately.

Sincerely,
Casey Garcia",1,urgency,high,0.87
"Attention, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Account Services,
Morgan Kim",1,urgency,medium,0.9
"Hello, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Support Desk,
Alex Brown",1,credential_harvesting,high,0.78
"Hello, this is an last chance notice regarding your account. Your access will be limited soon. To avoid interruption, act now. This offer is time sensitive and ends soon. Follow the instructions immediately.

Security Team,
Cameron Nguyen",1,urgency,medium,0.76
"Notice, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

IT Desk,
Riley Kim",1,romance_dating,high,0.9
"Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

I'll share the slides later today.

Best,
Jamie Khan",0,legitimate,low,0.99
"Hi there, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Sincerely,
Casey Wong",1,urgency,medium,0.91
"Notice, final warning. Failure to respond will restrict your account. Immediate action is required to avoid penalty. Your case will be referred to prosecution if unresolved.

IT Desk,
Jamie Garcia",1,threats,high,0.95
"Hi there, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Regards,
Taylor Kim",1,urgency,high,0.79
"Attention, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Compliance Team,
Avery Patel",1,romance_dating,high,0.91
"Dear customer, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Account Services,
Sam Khan",1,urgency,high,0.95
"Dear user, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Account Services,
Taylor Brown",1,credential_harvesting,high,0.81
"Quick reminder about the training session tomorrow. The materials are in the shared drive.

Feel free to add notes before we meet.

Best,
Sam Brown",0,legitimate,low,0.98
"Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Feel free to add notes before we meet.

Best,
Taylor Singh",0,legitimate,low,0.96
